redstone_print_and_mail_id,fire_dept,fire_chief,full_address,address,city,state,zip,office_number,fax_number,general_email,chief_email,dept_website,city_website,macs_designator,personnel,county,fire_dept_id,data_as_of
78,"BLM 	- Palm Springs	-South Coast Field Office","Tim Dunfee , Division Chief   690 W. Garnet Ave., P.O. Box 581260","63 Natoma Street Folsom CA 95630","63 Natoma Street",Folsom,CA,95630,"(760) 251- 4810","(760) 251- 4899",www.ca.blm.gov/palmsprings,www.ca.blm.gov,"CDD   Personnel:  Paid","Riverside   Fire Dept. ID: 33850",BBD,Paid,Sacramento,34850,"Feb 2019"
79,"BLM 	- Reddin	g Field Office","Vacant ,  Fier Management Officer","355 Hemsted Drive Redding CA 96002","355 Hemsted Drive",Redding,CA,96002,"(530) 224- 2124","(530) 224- 2172",ca360@ca.blm.gov,,www.ca.blm.gov/redding,,,,Shasta,,"Feb 2019"
80,"BLM 	- Ridgecrest Field Office","Don Washington , Fire Management Officer","355 Hemsted Drive Redding CA 96002","355 Hemsted Drive",Redding,CA,96002,"(530) 224- 2124","(530) 224- 2172",dwashington@ca.blm.gov,www.ca.blm.gov/ridgecrest,www.ca.blm.gov,"CCD   Personnel:  Paid",,,Shasta,,"Feb 2019"
81,"BLM 	- State Office","Ed Wehking , Branch Chief","2800 Cottage Way, Suite W -1834 Sacramento CA 95825","2800 Cottage Way, Suite W -1834",Sacramento,CA,95825,"(916) 978- 4431","(916) 978- 4438",,ed_wehking@ca.blm.gov,,www.ca.blm.gov,CSO,Paid,Sacramento,34850,"Feb 2019"
82,"BLM	 - Surprise Field Office","Garth Jeffers , Fire Management Officer","2800 Cottage Way, Suite W -1834 Sacramento CA 95825","2800 Cottage Way, Suite W -1834",Sacramento,CA,95825,"(916) 978- 4431","(916) 978- 4438",garth_jeffers@c.blm.gov,www.ca.blm.gov/surprise,www.ca.blm.gov,"NOD    Personnel:  Paid",CSO,Paid,Sacramento,34850,"Feb 2019"
83,"Bloomfield Volunteer Fire Dept.","Jeffrey Matthews , Fire Chief","P.O. Box 395 Valley Ford CA 94972","P.O. Box 395","Valley Ford",CA,94972,"(707) 792- 9900","(707) 792- 9900",,,,,BFC,Volunteer,Sonoma,49120,"Feb 2019"
84,"Blue Lake Volunteer Fire Dept.","Ray Stonebarger , Fire Chief","P.O. Box 245 Blue Lake CA 95525","P.O. Box 245","Blue Lake",CA,95525,"(707) 668- 5765","(707) 668- 5844",,,,,BLU,Volunteer,Humboldt,12025,"Feb 2019"
85,"Blythe Fire Dept.","Billy Kem , Fire Chief","201 North Commercial Blythe CA 92225","201 North Commercial",Blythe,CA,92225,"(760) 922- 6117","(760) 922- 6127",,,,,BLY,"Mostly Volunteer",Riverside,33015,"Feb 2019"
86,"Bodega Bay Fire Protection Dist.","Sean Grinnell , Fire Chief","P.O. Box 6 Bodega Bay CA 94923","P.O. Box 6","Bodega Bay",CA,94923,"(707) 875- 3700","(707) 875- 2660",,firechief@bodegabayfire.com,,,BDB,"Mostly Paid",Sonoma,49010,"Feb 2019"
87,"Bodega Volunteer Fire Company","Ron Albini , Fire Chief","P.O. Box 28 Bodega CA 94922","P.O. Box 28",Bodega,CA,94922,"(707) 876- 9438","(707) 876- 9438",,,,,BOD,Volunteer,Sonoma,49005,"Feb 2019"
88,"Boeing Co. Fire Dept., Long Beach","Rick Levesque , Fire Chief","2401 E. Wardlow Road Long Beach CA 90807","2401 E. Wardlow Road","Long Beach",CA,90807,"(562) 593- 1432","(562) 593- 5155",,richard.a.levesque@boeing.com,,www.boeing.com,BOE,Paid,"Los Angeles",19605,"Feb 2019"
89,"Boeing Fire Dept.","Pete Sanchez , Fire Chief","3370 E. Miraloma Ave. Anaheim CA 92806","3370 E. Miraloma Ave.",Anaheim,CA,92806,"(714) 762- 5578","(714) 762- 0231",,pete.j.sanchez@boeing.com,,,,Paid,Orange,30829,"Feb 2019"
90,"Bolinas Fire Protection Dist.","Anita Tyrell -Brown , Fire Chief","100 Mesa Rd., P.O. Box 126 Bolinas CA 94924","100 Mesa Rd., P.O. Box 126",Bolinas,CA,94924,"(415) 868- 1566","(415) 868- 2009",,atb@bolinasfire.org,www.bolinasfire.org,,BOL,"Mostly Volunteer",Marin,21010,"Feb 2019"
91,"Bonita Sunnyside Fire Protection Dist.","Scott Walker , Fire Chief","4900 Bonita Road Bonita CA 91902","4900 Bonita Road",Bonita,CA,91902,"(619) 479- 2346","(619) 479- 2393",,chief@bsfpd.sdcoxmail.com,www.bonitasunnysidefire.org,www.bonitacalifornia.org,BON,Paid,"San Diego",37010,"Feb 2019"
92,"Borrego Springs Fire Protection Dist.","John Hardcastle , Fire Chief","P.O. Box 898 Borrego Springs CA 92004","P.O. Box 898","Borrego Springs",CA,92004,"(760) 767- 5436","(760) 767- 5193",,"chief@borrego -fire.org","www.borrego -fire.org",,BGO,"Mostly Paid","San Diego",37015,"Feb 2019"
93,"Boulder Creek Fire Protection Dist.","Sam Robustelli , Fire Chief","13230 Central Ave. Boulder Creek CA 95006","13230 Central Ave.","Boulder Creek",CA,95006,no_office,"(831) 338- 7226",,sam@bcfd.com,www.bcfd.com,,BOU,Volunteer,"Santa Cruz",44020,"Feb 2019"
94,"Boulevard Fire & Rescue","Bill Marshall , Fire Chief","39919  Highway 94 Boulevard CA 91905","39919  Highway 94",Boulevard,CA,91905,"(619) 766- 4633","(619) 766- 3465",flamefighter@hotmail.com,,,,BLV,Volunteer,"San Diego",37022,"Feb 2019"
95,"Branciforte Fire	 Protection Dist.","Pat O&#39;Connell , Fire Chief","2711 Branciforte Drive Santa Cruz CA 95065","2711 Branciforte Drive","Santa Cruz",CA,95065,"(831) 423- 8856","(831) 423- 8859",,b40fire@sbcglobal.net,,,BRN,"Mostly  Volunteer","Santa Cruz",44060,"Feb 2019"
96,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","2711 Branciforte Drive Santa Cruz CA 95065","2711 Branciforte Drive","Santa Cruz",CA,95065,"(831) 423- 8856","(831) 423- 8859",,,www.cityofbrawley.com,"BRW   Personnel:  Mostly Paid",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
97,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Brea , CA   92821 ERROR no city field in Office:  (714) 990- 7655   Fax: (714) 671- 3691  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Brea , CA   92821","ERROR no city field in Office:  (714) 990- 7655   Fax: (714) 671- 3691  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",aln@ci.brea.ca.us,www.ci.brea.ca.us/section.cfm?id=35,www.ci.brea.ca.us,"BRE   Personnel: Paid",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
98,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Bridgeport , CA   93517 ERROR no city field in Office:  (760)  932-7353     Fax: (760) 932- 7353  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Bridgeport , CA   93517","ERROR no city field in Office:  (760)  932-7353     Fax: (760) 932- 7353  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",,,,"BRI   Personnel:  Volunteer",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
99,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Bridgeville , CA   95526 ERROR no city field in Office:  (707) 777- 3424   Fax: (707) 777- 3424  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Bridgeville , CA   95526","ERROR no city field in Office:  (707) 777- 3424   Fax: (707) 777- 3424  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",candyfleek@netzero.net,,,"Personnel: Volunteer",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
100,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Daly City , CA   94015 ERROR no city field in Office:  (650) 991- 8138    Fax: (650) 991- 8090  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Daly City , CA   94015","ERROR no city field in Office:  (650) 991- 8138    Fax: (650) 991- 8090  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",rmyers@northcountyfire.org,www.northcountyfire.org,www.ci.brisbane.ca.us,"BRS   Personnel:  Mostly Paid",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
101,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Floriston , CA   96111 ERROR no city field in Office:  (530) 587- 7442   Fax: (530) 587- 1812  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Floriston , CA   96111","ERROR no city field in Office:  (530) 587- 7442   Fax: (530) 587- 1812  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",avaiation@dav.net,,,"FFD    Personnel: Mostly Volunteer",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
102,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Willits , CA   95490 ERROR no city field in Office:  (707) 459- 4441    Fax: (707) 459- 1517  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Willits , CA   95490","ERROR no city field in Office:  (707) 459- 4441    Fax: (707) 459- 1517  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",firedept@btcsd.org,www.btcsd.org,,"BCS   Personnel:  Mostly Volunteer",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
103,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Quincy , CA   95971 ERROR no city field in Office:  (530) 283- 2947   Fax:   ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Quincy , CA   95971","ERROR no city field in Office:  (530) 283- 2947   Fax:   ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",,,,"Personnel: Volunteer",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
104,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Burbank , CA   91502 ERROR no city field in Office:  (818) 238- 3473    Fax: (818) 238- 3483  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Burbank , CA   91502","ERROR no city field in Office:  (818) 238- 3473    Fax: (818) 238- 3483  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",tlenahan@ci.burbank.ca.us,www.ci.burbank.ca.us/index.aspx?page=147,www.ci.burbank.ca.us,"BRK   Personnel:  Paid",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
105,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Modesto , CA   95351 ERROR no city field in Office:  (209) 523- 1129   Fax: (209) 523- 0283  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Modesto , CA   95351","ERROR no city field in Office:  (209) 523- 1129   Fax: (209) 523- 0283  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",,,,"BRB   Personnel: Mostly Volunteer",BRN,"Mostly  Volunteer",ERROR,ERROR,"Feb 2019"
106,"Brawley Fire Dept.","Charles PerazaDas , Interim  Fire Chief","Burbank , CA   91505 ERROR no city field in Office:  (818) 840- 8840    Fax:   ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Burbank , CA   91505","ERROR no city field in Office:  (818) 840- 8840    Fax:   ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(831) 423- 8856","(831) 423- 8859",,"www.burbankairport.com/airportauthority/airport -",ERROR,www.burbankairport.com,,Paid,"Los Angeles",19027,"Feb 2019"
107,"Burney Fire Protection Dist.","Raymond  Barber,  Fire Chief","37072 Main Street Burney CA 96013","37072 Main Street",Burney,CA,96013,"(530) 335- 2212","(530) 335- 2235",burneyfd@burneyfireems.org,,www.burneyfireems.org,,BUF,"Mostly Volunteer",Shasta,45020,"Feb 2019"
108,"Butte City Fire Dept.","Mike Schouten , Fire Chief","P.O. Box 130 Butte City CA 95920","P.O. Box 130","Butte City",CA,95920,"(530) 982- 2111","(530) 982- 2206",atthefarm@pulsarco.com,mike@glenncountyfire.org,www.glenncountyfire.org,,GLC,Volunteer,Glenn,11010,"Feb 2019"
109,"Butte County Fire Dept.","Henri Brachais , Fire Chief","176  Nelson Ave. Oroville CA 95965","176  Nelson Ave.",Oroville,CA,95965,"(530) 538- 7111","(530) 538- 7401",cyndi.wilson@fire.ca.gov,henri.brachais.fire.ca.gov,www.buttefire.org,www.buttecounty.net,BUT,"Mostly Volunteer",Butte,04035,"Feb 2019"
110,"Butte Valley Fire Protection Dist.","Scott Edgar , Fire Chief","P.O. Box 103 Macdoel CA 96058","P.O. Box 103",Macdoel,CA,96058,"(530) 398- 4332",no_fax,,scott@cot.net,,,BTE,Volunteer,Siskiyou,47045,"Feb 2019"
111,"C & H Sugar Company Fire Dept.","Sidney Jensen, Jr. , Fire Marshal","830 Loring Ave. Crockett CA 94525","830 Loring Ave.",Crockett,CA,94525,"(510) 787- 4417","(510) 787- 2158",,living4lif@aol.com,,,CNH,Paid,"Contra Costa",07115,"Feb 2019"
112,"Cachagua Fire Protection Dist.","Skee Stanley , Fire Chief","P.O. Box 2090 Carmel Valley CA 93924","P.O. Box 2090","Carmel Valley",CA,93924,"(831) 659- 7700","(831) 659- 7700",,chief7700@cachaguafire.com,www.cachaguafire.com,,CFC,Volunteer,Monterey,27905,"Feb 2019"
113,"Cahuilla Band of Indians Fir	e Dept.","Gerald Clarke , Fire Chief","P.O. Box 391760 Anza CA 92539","P.O. Box 391760",Anza,CA,92539,"(951) 763- 5549","(951) 763- 2808",tribalcouncil@cahuilla.net,vicechairman@cahuilla.net,,,CBI,"Mostly Volunteer",Imperial,33022,"Feb 2019"
114,"CAL FIRE 	- Amador	- El Dorado Unit","Bill Holmes , Unit Chief","2840 Mt. Danaher Road Camino CA 95709","2840 Mt. Danaher Road",Camino,CA,95709,"(530) 644- 2345","(530) 647- 5279",,bill.holmes@fire.ca.gov,www.fire.ca.gov,,AEU,Paid,"El Dorado",09555,"Feb 2019"
115,"CAL FIRE 	- Amador	-El Dorado Unit","Bill Holmes , Unit Chief","2840 Mt. Danaher Road Camino CA 95709","2840 Mt. Danaher Road",Camino,CA,95709,"(530) 644- 2345","(530) 647- 5279",,bill.holmes@fire.ca.gov,www.fire.ca.gov,,AEU,Paid,Amador,03555,"Feb 2019"
116,"CAL FIRE 	- Butte Unit","Henri Brachais , Unit  Chief","176 Nelson Ave. Oroville CA 95965","176 Nelson Ave.",Oroville,CA,95965,"(530) 538- 7111","(530) 538- 7401",,henri.brachais@fire.ca.gov,www.fire.ca.gov,,BTU,Paid,Butte,04555,"Feb 2019"
117,"CAL FIRE 	- Fresno	- Kings Unit","Keith Larkin , Unit Chief","210 S. Academy Ave. Sanger CA 93657","210 S. Academy Ave.",Sanger,CA,93657,"(559) 493- 4300","(559) 875- 8473",info@fresnocounty.org,keith.larkin@fire.ca.gov,www.fresnocountyfire.org,,FKU,Paid,Kings,10555,"Feb 2019"
118,"CAL FIRE 	- Fresno	-Kings Unit","Keith Larkin , Unit Chief","210 S. Academy Ave. Sanger CA 93657","210 S. Academy Ave.",Sanger,CA,93657,"(559) 493- 4300","(559) 875- 8473",infor@fresnocountyfire.org,keith.larkin@fire.ca.gov,www.fresnocountyfire.org,,FKU,Paid,Fresno,16555,"Feb 2019"
119,"CAL FIRE 	- Head	quarters","Ken Pimlott , Acting Director","PO Box 944246 Sacramento CA 94244","PO Box 944246",Sacramento,CA,94244,"(916) 653- 5123","(916) 651- 3473",,ken.pimlott@fire.ca.gov,www.fire.ca.gov,,AEU,Paid,Sacramento,34555,"Feb 2019"
120,"CAL FIRE 	- Humboldt	-Del Norte Unit","Ralph Minnich,  Unit Chief","118 Fortuna Blvd. Fortuna CA 95540","118 Fortuna Blvd.",Fortuna,CA,95540,"(707) 725- 4413","(707) 726- 1240",,ralph.minnich@fire.ca.gov,www.fire.ca.gov,,HUU,Paid,Humboldt,12555,"Feb 2019"
121,"CAL FIRE 	- Humboldt	-Del Norte Unit","Ralph Minnich,  Unit Chief","118 Fortuna Blvd. Fortuna CA 95540","118 Fortuna Blvd.",Fortuna,CA,95540,"(707) 725- 4413","(707) 726- 1240",,ralph.minnich@fire.ca.gov,www.fire.ca.gov,,HUU,Paid,"Del Norte",08555,"Feb 2019"
122,"CAL FIRE 	- Lassen	-Modoc Unit","Brad Lutts , Fire Chief","697- 345 Hwy. 36 Susanville CA 96130","697- 345 Hwy. 36",Susanville,CA,96130,no_office,"(530) 257- 8599",,brad.lutts@fire.ca.gov,www.fire.ca.gov,,LMU,Paid,Lassen,18555,"Feb 2019"
123,"CAL FIRE 	- Madera	-Mariposa	-Merced Unit","Dale Hutchinson , Unit Chief","5366 Hwy. 49 North Mariposa CA 95338","5366 Hwy. 49 North",Mariposa,CA,95338,"(209) 366- 3622","(209) 966- 2907",,dale.hutchinson@fire.ca.gov,www.fire.ca.gov,,MMU,Paid,Mariposa,22555,"Feb 2019"
124,"CAL FIRE 	- Madera	-Mariposa	-Merced Unit","Dale Hutchinson , Unit Chief","5366 Hwy. 49 North Mariposa CA 95338","5366 Hwy. 49 North",Mariposa,CA,95338,"(209) 966- 3622","(209) 966- 2907",,dale.hutchinson@fire.ca.gov,www.fire.ca.gov,,MMU,Paid,Merced,24555,"Feb 2019"
125,"CAL FIRE 	- Madera	-Mariposa	-Merced Unit","Nancy Koerperich , Unit Chief","5366 Hwy. 49 North Mariposa CA 95338","5366 Hwy. 49 North",Mariposa,CA,95338,"(209) 966- 3622","(209) 966- 2907",,dale.hutchinson@fire.ca.gov,www.fire.ca.gov,,MMU,Paid,Madera,20555,"Feb 2019"
126,"CAL FIRE 	- Mendocino Unit","Marc Romero , Unit Chief","17501 N. Hwy. 101 Willits CA 95490","17501 N. Hwy. 101",Willits,CA,95490,"(707) 459- 7414","(707) 459- 3041",,marc.romero@fire.ca.gov,www.fire.ca.gov,,MMU,Paid,ERROR,ERROR,"Feb 2019"
127,"CAL FIRE 	- Mendocino Unit","Marc Romero , Unit Chief","CAL FIRE 	- Nevada	-Yuba	-Placer Unit	 	 Brad Harris , Unit Chief ERROR no city field in 13760 Lincoln Way     ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","CAL FIRE 	- Nevada	-Yuba	-Placer Unit	 	 Brad Harris , Unit Chief","ERROR no city field in 13760 Lincoln Way     ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(707) 459- 7414","(707) 459- 3041","(530) 889- 0111   Fax: (530) 823- 9201",,brad.harris@fire.ca.gov,www.fire.ca.gov,MMU,Paid,"NEU    Personnel: Paid","ERROR extracting [fire_dept_id] field from: MACS Designator: NEU    Personnel: Paid","Feb 2019"
128,"CAL FIRE 	- Nevada	-Yuba	-Placer Unit","Brad Harris , Unit Chief","13760 Lincoln Way Auburn A 95603","13760 Lincoln Way",Auburn,A,95603,"(530) 823- 4904","(530) 823- 9201",,Brad.harris@fire.ca.gov,www.fire.ca.gov,,NEU,Paid,"Placer    Fire Dept . ID: 31555","ERROR extracting [fire_dept_id] field from: County:  Placer    Fire Dept . ID: 31555","Feb 2019"
129,"CAL FIRE 	- Nevada	-Yuba	-Placer Unit","Brad Harris , Unit Chief","13760 Lincoln Way Auburn A 95603","13760 Lincoln Way",Auburn,A,95603,"(530) 823- 4904","(530) 823- 9201",,brad.harris@fire.ca.gov,www.fire.ca.gov,,NEU,Paid,Yuba,58555,"Feb 2019"
130,"CAL FIRE 	- Region II 	- Cascade","William Hoehman , Region Chief","6105 Airport Road Redding CA 96002","6105 Airport Road",Redding,CA,96002,"(530) 224- 2472",no_fax,,william.hoehman@fire.ca.gov,www.fire.ca.gov,,,Paid,Trinity,,"Feb 2019"
131,"CAL FIRE 	- Region III 	- Southern Region Headquarters","Candace Gregory , Region Chief","2524 Mullberry St. Riverside CA 92501","2524 Mullberry St.",Riverside,CA,92501,"(951) 782- 4140","(951) 782- 4248",,candace.gregory@fire.ca.gov,www.fire.ca.gov,,RO4,Paid,Fresno,10056,"Feb 2019"
132,"CAL FIRE 	- Region I	-North Coast","William Hoehman , Region Chief","135 Ridgway Ave. Santa Rosa CA 95401","135 Ridgway Ave.","Santa Rosa",CA,95401,"(707) 576- 2275","(000) 000- 0000",,william.hoehman@fire.ca.gov,www.fire.ca.gov,,RO1,Paid,Sonoma,49556,"Feb 2019"
133,"CAL FIRE 	- Region IV 	- Southern Operation","Candace Gregory , Region Chief","1234 East Shaw Ave. Fresno CA 93710","1234 East Shaw Ave.",Fresno,CA,93710,"(559) 222- 3714",no_fax,,candace.gregory@fire.ca.gov,www.fire.ca.gov,,,Paid,Fresno,,"Feb 2019"
134,"CAL FIRE 	- Riverside Unit","John Hawkins , Unit Chief","210 W. San Jacinto Ave. Perris CA 92570","210 W. San Jacinto Ave.",Perris,CA,92570,"(909) 940- 6900","(909) 940- 6910",,john.hawkins@fire.ca.gov,www.rvcfire.org,"www.fire,ca.gov",RRU,Paid,Riverside,33555,"Feb 2019"
135,"CAL FIRE 	- San Benito	-Monterey Unit","George Haines , Unit Chief","2221 Garden Road Monterey CA 93940","2221 Garden Road",Monterey,CA,93940,"(831) 333- 2600","(831) 333- 2660",,george.haines@fire.ca.gov,www.fire.ca.gov,,BEU,Paid,Monterey,27555,"Feb 2019"
136,"CAL FIRE 	- San 	Benito	-Monterey Unit","George Haines , Unit Chief","2221 Garden Road Monterey CA 93940","2221 Garden Road",Monterey,CA,93940,"(831) 333- 2600","(831) 333- 2660",,george.haines@fire.ca.gov,www.fire.ca.gov,,BEU,Paid,"San Benito",35555,"Feb 2019"
137,"CAL FIRE 	- San Bernardino Unit",",  Fire Chief","3800 North Sierra Way San Bernardino CA 92405","3800 North Sierra Way","San Bernardino",CA,92405,"(909) 881- 6900","(909) 881- 6969",,,www.fire.ca.gov,,BDU,"Mostly Paid","San Bernardino",36555,"Feb 2019"
138,"CAL FIRE 	- San Diego Unit","Howard Windsor , Unit Chief","2249 Jamacha Road El Cajon CA 92019","2249 Jamacha Road","El Cajon",CA,92019,"(619) 590- 3100","(619) 590- 3106",,howard.windsor@fire.ca.gov,www.fire.ca.gov,,MVU,"Mostly Paid","San Diego",37555,"Feb 2019"
139,"CAL FIRE 	- San Louis Obispo Unit","Matt Jenkins , Unit  Chief","635 N. Santa Rosa Street San Luis Obispo CA 93405","635 N. Santa Rosa Street","San Luis Obispo",CA,93405,"(805) 543- 4244","(805) 543- 4248",,matt.jenkins@fire.ca.gov,www.cdfslo.org,www.fire.ca.gov,SLU,Paid,"San Luis Obispo",40555,"Feb 2019"
140,"CAL FIRE 	- San Mateo	-Santa Cruz Unit","John Ferreira , Unit Chief   6059 Hwy. 9, P.O. Box Drawer F -2","635 N. Santa Rosa Street San Luis Obispo CA 93405","635 N. Santa Rosa Street","San Luis Obispo",CA,93405,"(831) 335- 5353","(831) 335- 4053",www.fire.ca.gov,,"CZU   Personnel:  Paid","San Mateo   Fire Dept. ID: 41555",SLU,Paid,"San Luis Obispo",40555,"Feb 2019"
141,"CAL FIRE 	- Santa Clara Unit","Steve Woodill , Fire Chief","15670 S. Monterey Road Morgan Hill CA 95037","15670 S. Monterey Road","Morgan Hill",CA,95037,"(408) 779- 2121","(408) 779- 1679",,steve.woodill@fire.ca.gov,www.fire.ca.gov,,SCU,Paid,"Santa Clara",43907,"Feb 2019"
142,"CAL FIRE 	- Shasta	-Trinity Unit","Rick Kyle , Unit Chief","875 Cypress Ave. Redding CA 96001","875 Cypress Ave.",Redding,CA,96001,"(530) 225- 2418","(530) 225- 2514",,rick.kyle@fire.ca.gov,www.fire.ca.gov,,SHU,Paid,Trinity,53555,"Feb 2019"
