first,last,address,city,st,zip,paddress,pcity,pstate,pzip
AMY,SONG,6809 Leatherwood Way,Sacramento,CA,95842-1959,3916 ELM ST,SACRAMENTO,CA,95838
AMY,SONG,6809 Leatherwood Way,Sacramento,CA,95842-1959,4020 42ND ST,SACRAMENTO,CA,95820
AMY,SONG,6809 Leatherwood Way,Sacramento,CA,95842-1959,5063 MASCOT AVE,SACRAMENTO,CA,95820
AN,DIEP,4980 64th St,Sacramento,CA,95820-5852,4656 UNDERWOOD WAY,SACRAMENTO,CA,95823
AN,DIEP,4980 64th St,Sacramento,CA,95820-5852,6620 DOREEN WAY,SACRAMENTO,CA,95823
AN,DIEP,4980 64th St,Sacramento,CA,95820-5852,7532 RUBENS PKWY,SACRAMENTO,CA,95823
ANCORE PROPERTIES LLC,,5150 Fair Oaks Blvd,Carmichael,CA,95608-5758,4817 CONCORD RD,SACRAMENTO,CA,95820
ANCORE PROPERTIES LLC,,5150 Fair Oaks Blvd,Carmichael,CA,95608-5758,4941 PRISCILLA LN,SACRAMENTO,CA,95820
ANCORE PROPERTIES LLC,,5150 Fair Oaks Blvd,Carmichael,CA,95608-5758,5010 64TH ST,SACRAMENTO,CA,95820
ANCORE PROPERTIES LLC,,5150 Fair Oaks Blvd,Carmichael,CA,95608-5758,5900 CINDY ST,SACRAMENTO,CA,95824
ANCORE PROPERTIES LLC,,5150 Fair Oaks Blvd,Carmichael,CA,95608-5758,7788 20TH AVE,SACRAMENTO,CA,95820
ANCORE PROPERTIES LLC,,5150 Fair Oaks Blvd,Carmichael,CA,95608-5758,7910 28TH AVE,SACRAMENTO,CA,95820
ANDRES,SANDOVAL,606 Keswick Ct,Lincoln,CA,95648-8021,3921 SENATE AVE,NORTH HIGHLANDS,CA,95660
ANDRES,SANDOVAL,606 Keswick Ct,Lincoln,CA,95648-8021,3923 SENATE AVE,NORTH HIGHLANDS,CA,95660
ANDREW,CHANG,PO Box 1951,Danville,CA,94526-6951,3644 40TH ST,SACRAMENTO,CA,95817
ANDREW,CHANG,PO Box 1951,Danville,CA,94526-6951,3918 35TH ST,SACRAMENTO,CA,95820
ANGEL,CEN,5594 Clove Hitch Loop,Fremont,CA,94555-3507,2000 50TH AVE,SACRAMENTO,CA,95822
ANGEL,CEN,5594 Clove Hitch Loop,Fremont,CA,94555-3507,31 MILWAUKEE CT,SACRAMENTO,CA,95823
ANGEL,GUTIERREZ,2515 Montgomery Pl,El Dorado Hills,CA,95762-5803,2605 NORTHGLEN ST,SACRAMENTO,CA,95833
ANGEL,GUTIERREZ,2515 Montgomery Pl,El Dorado Hills,CA,95762-5803,2709 NORTHGLEN ST,SACRAMENTO,CA,95833
ANGEL,GUTIERREZ,2515 Montgomery Pl,El Dorado Hills,CA,95762-5803,3230 IBERIAN DR,SACRAMENTO,CA,95833
ANGEL,GUTIERREZ,2515 Montgomery Pl,El Dorado Hills,CA,95762-5803,4111 ARMADALE WAY,SACRAMENTO,CA,95823
ANGEL,GUTIERREZ,2515 Montgomery Pl,El Dorado Hills,CA,95762-5803,4524 LIPPI PKWY,SACRAMENTO,CA,95823
ANGEL,GUTIERREZ,2515 Montgomery Pl,El Dorado Hills,CA,95762-5803,7100 21ST ST,SACRAMENTO,CA,95822
ANGEL,GUTIERREZ,2515 Montgomery Pl,El Dorado Hills,CA,95762-5803,7907 VALLEY GREEN DR,SACRAMENTO,CA,95823
Anita Carter Living Trust,,PO Box 221213,Sacramento,CA,95822-8213,1448 66th Ave,Sacramento,CA,95822
Anita Carter Living Trust,,PO Box 221213,Sacramento,CA,95822-8213,3737 Broadway,Sacramento,CA,95817
ANNE,MCKEITH,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,4825 CAMINO ROYALE DR,SACRAMENTO,CA,95823
ANNE,MCKEITH,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,4925 VILLAGE WOOD DR,SACRAMENTO,CA,95823
ANNE,MCKEITH,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,5271 VILLAGE WOOD DR,SACRAMENTO,CA,95823
ANNE,MCKEITH,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,6407 STACY AVE,SACRAMENTO,CA,95823
ANNE,SCHIRO,7684 Howerton Dr,Sacramento,CA,95831-4105,5 LEROS CT,SACRAMENTO,CA,95823
ANNE,SCHIRO,7684 Howerton Dr,Sacramento,CA,95831-4105,6909 SOUTHAMPTON WAY,SACRAMENTO,CA,95823
ANNE,PHAM,861 Wixford Way,Sacramento,CA,95864-6165,4809 TOMASINI WAY,SACRAMENTO,CA,95823
ANNE,PHAM,861 Wixford Way,Sacramento,CA,95864-6165,7826 GRANDSTAFF DR,SACRAMENTO,CA,95823
ANNIE,LEE,8523 Tay Way,Sacramento,CA,95826-1788,3050 SAN DIEGO WAY,SACRAMENTO,CA,95820
ANNIE,LEE,8523 Tay Way,Sacramento,CA,95826-1788,3240 43RD ST,SACRAMENTO,CA,95817
ANNIE,LEE,8523 Tay Way,Sacramento,CA,95826-1788,341 SANTIAGO AVE,SACRAMENTO,CA,95815
ANSELMO,PADILLA,5500 Lawnview Way,Elk Grove,CA,95758-4787,5200 ALCOTT DR,SACRAMENTO,CA,95820
ANSELMO,PADILLA,5500 Lawnview Way,Elk Grove,CA,95758-4787,5260 ALCOTT DR,SACRAMENTO,CA,95820
ANTHONY,CHAN,18551 Allendale Ave,Saratoga,CA,95070-5232,3309 NAREB ST,SACRAMENTO,CA,95838
ANTHONY,CHAN,18551 Allendale Ave,Saratoga,CA,95070-5232,3912 HURON ST,SACRAMENTO,CA,95838
ANTHONY,TRAN,3865 Bridgeway Lakes Dr,West Sacramento,CA,95691-5496,204 BONFIELD WAY,SACRAMENTO,CA,95838
ANTHONY,TRAN,3865 Bridgeway Lakes Dr,West Sacramento,CA,95691-5496,224 FORD RD,SACRAMENTO,CA,95838
ANTHONY,TRAN,3865 Bridgeway Lakes Dr,West Sacramento,CA,95691-5496,279 GRACE AVE,SACRAMENTO,CA,95838
ANTHONY,TRAN,3865 Bridgeway Lakes Dr,West Sacramento,CA,95691-5496,435 LINDLEY DR,SACRAMENTO,CA,95815
ANTHONY,TRAN,3865 Bridgeway Lakes Dr,West Sacramento,CA,95691-5496,5 CASEY CT,SACRAMENTO,CA,95838
ANTHONY,SALADINE,8745 Seville Cir,Granite Bay,CA,95746-5823,4700 OAKHOLLOW DR,SACRAMENTO,CA,95842
ANTHONY,SALADINE,8745 Seville Cir,Granite Bay,CA,95746-5823,6544 CRAIGHURST DR,NORTH HIGHLANDS,CA,95660
ANTONIO,ESPEJEL,760 Sotano Dr,Sacramento,CA,95833-1706,671 SONOMA AVE,SACRAMENTO,CA,95815
ANTONIO,ESPEJEL,760 Sotano Dr,Sacramento,CA,95833-1706,685 ACACIA AVE,SACRAMENTO,CA,95815
ANTONIO,ESPEJEL,760 Sotano Dr,Sacramento,CA,95833-1706,748 ACACIA AVE,SACRAMENTO,CA,95815
"AQUINO,NUNES FAMILY TRUST",,7891 Center Pkwy,Sacramento,CA,95823-4722,7891 CENTER PKWY,SACRAMENTO,CA,95823
"AQUINO,NUNES FAMILY TRUST",,7891 Center Pkwy,Sacramento,CA,95823-4722,7902 CENTER PKWY,SACRAMENTO,CA,95823
ARTHUR,LOUIE,245 S Atlantic Blvd Apt D,Monterey Park,CA,91754-2749,5412 NORTH PKWY,SACRAMENTO,CA,95823
ARTHUR,LOUIE,245 S Atlantic Blvd Apt D,Monterey Park,CA,91754-2749,6379 LOCHINVAR WAY,SACRAMENTO,CA,95823
ASCENCION,CAMPOS,2874 Camarillo Dr,Sacramento,CA,95833-1733,3078 ALTOS AVE,SACRAMENTO,CA,95815
ASCENCION,CAMPOS,2874 Camarillo Dr,Sacramento,CA,95833-1733,3309 BOZEMAN ST,SACRAMENTO,CA,95838
ASCENCION,CAMPOS,2874 Camarillo Dr,Sacramento,CA,95833-1733,401 LINDSAY AVE,SACRAMENTO,CA,95838
AUSTIN,CHAN,5009 Woodman Ave Apt 305,Sherman Oaks,CA,91423-1364,4514 BLUEBILL WAY,SACRAMENTO,CA,95842
AUSTIN,CHAN,5009 Woodman Ave Apt 305,Sherman Oaks,CA,91423-1364,6909 GREENHEAD CT,SACRAMENTO,CA,95842
AVALOS FAMILY TRUST,,1266 43rd Ave,Sacramento,CA,95822-2959,4866 J PKWY,SACRAMENTO,CA,95823
AVALOS FAMILY TRUST,,1266 43rd Ave,Sacramento,CA,95822-2959,5308 52ND AVE,SACRAMENTO,CA,95823
AVINESH,PRASAD,8876 Carlisle Ave,Sacramento,CA,95828-5506,4559 BOYCE DR,SACRAMENTO,CA,95823
AVINESH,PRASAD,8876 Carlisle Ave,Sacramento,CA,95828-5506,7517 LEMARSH WAY,SACRAMENTO,CA,95822
B,TARIQ,7711 Koyama Ct,Sacramento,CA,95829-6600,4220 AMAPOLA WAY,SACRAMENTO,CA,95823
B,TARIQ,7711 Koyama Ct,Sacramento,CA,95829-6600,7849 DEERGLEN WAY,SACRAMENTO,CA,95823
BABLU 2005 FAMILY TRUST,,8754 Carissa Way,Elk Grove,CA,95624-3835,3795 ANDROS WAY,SACRAMENTO,CA,95823
BABLU 2005 FAMILY TRUST,,8754 Carissa Way,Elk Grove,CA,95624-3835,4075 BLACK TAIL DR,SACRAMENTO,CA,95823
BABLU 2005 FAMILY TRUST,,8754 Carissa Way,Elk Grove,CA,95624-3835,4914 BANDALIN WAY,SACRAMENTO,CA,95823
BAC EQUITY HOLDINGS LLC,,PO Box 729,Palm Desert,CA,92261-0729,3227 WRIGHT ST,SACRAMENTO,CA,95821
BAC EQUITY HOLDINGS LLC,,PO Box 729,Palm Desert,CA,92261-0729,5620 HOUSTON WAY,SACRAMENTO,CA,95823
BAC EQUITY HOLDINGS LLC,,PO Box 729,Palm Desert,CA,92261-0729,5825 69TH ST,SACRAMENTO,CA,95824
BAC EQUITY HOLDINGS LLC,,PO Box 729,Palm Desert,CA,92261-0729,7659 22ND ST,SACRAMENTO,CA,95832
BAC EQUITY HOLDINGS LLC,,PO Box 729,Palm Desert,CA,92261-0729,8628 COOLWOODS WAY,SACRAMENTO,CA,95828
Bachiller Josephine A & Bachiller Lamberto B,,8616 Delahye Cir,Sacramento,CA,95828-5870,2413 Princeton St,Sacramento,CA,95815
Bachiller Josephine A & Bachiller Lamberto B,,8616 Delahye Cir,Sacramento,CA,95828-5870,2615 59Th St,Sacramento,CA,95817
Bachiller Josephine A & Bachiller Lamberto B,,8616 Delahye Cir,Sacramento,CA,95828-5870,8616 Delahye Cir,Sacramento,CA,95828
BAFFA TRUST,,3272 Sanbury Cir,Rancho Cordova,CA,95670-5719,10463 SIERRA CREST DR,RANCHO CORDOVA,CA,95670
BAFFA TRUST,,3272 Sanbury Cir,Rancho Cordova,CA,95670-5719,10824 PAIUTE WAY,RANCHO CORDOVA,CA,95670
BAFFA TRUST,,3272 Sanbury Cir,Rancho Cordova,CA,95670-5719,2363 68TH AVE,SACRAMENTO,CA,95822
BAFFA TRUST,,3272 Sanbury Cir,Rancho Cordova,CA,95670-5719,4095 BLACK TAIL DR,SACRAMENTO,CA,95823
BAFFA TRUST,,3272 Sanbury Cir,Rancho Cordova,CA,95670-5719,8221 SPICE WAY,SACRAMENTO,CA,95823
BAHRAM,BADIE,PO Box 661471,Sacramento,CA,95866-1471,2701 OAKMONT ST,SACRAMENTO,CA,95815
BAHRAM,BADIE,PO Box 661471,Sacramento,CA,95866-1471,2936 ALBATROSS WAY,SACRAMENTO,CA,95815
BAHRAM,BADIE,PO Box 661471,Sacramento,CA,95866-1471,2940 24TH AVE,SACRAMENTO,CA,95820
BAHRAM,BADIE,PO Box 661471,Sacramento,CA,95866-1471,3181 38TH AVE,SACRAMENTO,CA,95824
BAHRAM,BADIE,PO Box 661471,Sacramento,CA,95866-1471,5823 41ST ST,SACRAMENTO,CA,95824
BAHRAM,BADIE,PO Box 661471,Sacramento,CA,95866-1471,7552 THORPE WAY,SACRAMENTO,CA,95822
BAHRAM,BADIE,PO Box 661471,Sacramento,CA,95866-1471,7784 ROBINETTE RD,SACRAMENTO,CA,95828
BALI FAMILY TRUST 2005,,9720 Ellsmere Way,Elk Grove,CA,95757-4018,15 THISTLE CT,SACRAMENTO,CA,95823
BALI FAMILY TRUST 2005,,9720 Ellsmere Way,Elk Grove,CA,95757-4018,2135 FERRAN AVE,SACRAMENTO,CA,95832
BALI FAMILY TRUST 2005,,9720 Ellsmere Way,Elk Grove,CA,95757-4018,3783 ANDROS WAY,SACRAMENTO,CA,95823
BALI FAMILY TRUST 2005,,9720 Ellsmere Way,Elk Grove,CA,95757-4018,4060 SEQUOIA WAY,SACRAMENTO,CA,95823
BALI FAMILY TRUST 2005,,9720 Ellsmere Way,Elk Grove,CA,95757-4018,5913 TANGERINE AVE,SACRAMENTO,CA,95823
BALI FAMILY TRUST 2005,,9720 Ellsmere Way,Elk Grove,CA,95757-4018,7893 WHITE STAG WAY,SACRAMENTO,CA,95823
BAO,HOANG,7709 50th Ave,Sacramento,CA,95828-1540,7713 50TH AVE,SACRAMENTO,CA,95828
BAO,HOANG,7709 50th Ave,Sacramento,CA,95828-1540,7724 VALLECITOS WAY,SACRAMENTO,CA,95828
BARBARA,PEYTON,2701 Cottage Way Ste 11,Sacramento,CA,95825-1226,1618 GLENROSE AVE,SACRAMENTO,CA,95815
BARBARA,PEYTON,2701 Cottage Way Ste 11,Sacramento,CA,95825-1226,3845 PINELL ST,SACRAMENTO,CA,95838
BARBARA,PEYTON,2701 Cottage Way Ste 11,Sacramento,CA,95825-1226,4611 SUMMIT WAY,SACRAMENTO,CA,95820
BARBARA,ARMSTRONG,6804 Black Duck Way,Sacramento,CA,95842-1803,6804 BLACK DUCK WAY,SACRAMENTO,CA,95842
BARBARA,ARMSTRONG,6804 Black Duck Way,Sacramento,CA,95842-1803,6808 BLACK DUCK WAY,SACRAMENTO,CA,95842
"BARBER,FRANK W & MARY A FAMILY TRUST",,4981 71st St,Sacramento,CA,95820-6017,4971 71ST ST,SACRAMENTO,CA,95820
"BARBER,FRANK W & MARY A FAMILY TRUST",,4981 71st St,Sacramento,CA,95820-6017,4981 71ST ST,SACRAMENTO,CA,95820
BATES TRUST,,2050 Arroyo Vista Way,El Dorado Hills,CA,95762-9400,1315 ACACIA AVE,SACRAMENTO,CA,95815
BATES TRUST,,2050 Arroyo Vista Way,El Dorado Hills,CA,95762-9400,3817 A ST,NORTH HIGHLANDS,CA,95660
BATES TRUST,,2050 Arroyo Vista Way,El Dorado Hills,CA,95762-9400,3821 A ST,NORTH HIGHLANDS,CA,95660
BATES TRUST,,2050 Arroyo Vista Way,Folsom,CA,95762-9400,3825 A ST,NORTH HIGHLANDS,CA,95660
BEAZER HOMES HOLDINGS CORP,,2710 Gateway Oaks Dr,Sacramento,CA,95833-3505,3882 E COMMERCE WAY,SACRAMENTO,CA,95834
BEAZER HOMES HOLDINGS CORP,,2710 Gateway Oaks Dr,Sacramento,CA,95833-3505,3908 JOHN W YOUNG ST,SACRAMENTO,CA,95834
BEAZER HOMES HOLDINGS CORP,,2710 Gateway Oaks Dr,Sacramento,CA,95833-3505,3998 E COMMERCE WAY,SACRAMENTO,CA,95834
BEBERMEYER CHAND & BURKE INC,,2201 Frncsc Dr 140-33,El Dorado Hills,CA,95762,3026 DEL PASO BLVD,SACRAMENTO,CA,95815
BEBERMEYER CHAND & BURKE INC,,2201 Frncsc Dr 140-33,El Dorado Hills,CA,95762,4035 42ND ST,SACRAMENTO,CA,95820
BELTON,MOURAS,650 Howe Ave Ste 1020,Sacramento,CA,95825-4799,2142 63RD AVE,SACRAMENTO,CA,95822
BELTON,MOURAS,650 Howe Ave Ste 1020,Sacramento,CA,95825-4799,4748 KERWOOD WAY,SACRAMENTO,CA,95823
BETTENCOURT REVOC TRUST,,PO Box 366,Isleton,CA,95641-0366,12 3RD AVE,ISLETON,CA,95641
BETTENCOURT REVOC TRUST,,PO Box 366,Isleton,CA,95641-0366,5 4TH AVE,ISLETON,CA,95641
BETTY,WAREING,PO Box 255546,Sacramento,CA,95865-5546,2020 BERG AVE,SACRAMENTO,CA,95822
BETTY,WAREING,PO Box 255546,Sacramento,CA,95865-5546,2641 CHERYL WAY,SACRAMENTO,CA,95832
BETTY,WAREING,PO Box 255546,Sacramento,CA,95865-5546,6601 75TH ST,SACRAMENTO,CA,95828
BETTY,WAREING,PO Box 255546,Sacramento,CA,95865-5546,7305 WILLOWWICK WAY,SACRAMENTO,CA,95822
BETTY,WAREING,PO Box 255546,Sacramento,CA,95865-5546,7571 SKELTON WAY,SACRAMENTO,CA,95822
BETTY,WAREING,PO Box 255546,Sacramento,CA,95865-5546,7656 LYTLE ST,SACRAMENTO,CA,95832
BETTY,WAREING,PO Box 255546,Sacramento,CA,95865-5546,7673 BILLINGS WAY,SACRAMENTO,CA,95832
BFS INV GROUP LLC,,8320 Leatherleaf Ct,Sacramento,CA,95829-8142,8240 MIDSUMMER WAY,SACRAMENTO,CA,95823
BFS INV GROUP LLC,,8320 Leatherleaf Ct,Sacramento,CA,95829-8142,8358 LANCRAFT DR,SACRAMENTO,CA,95823
BHARTI,CHARAN,7035 27th St,Sacramento,CA,95822-4580,4912 DINGMAN CIR,SACRAMENTO,CA,95823
BHARTI,CHARAN,7035 27th St,Sacramento,CA,95822-4580,7337 ALCEDO CIR,SACRAMENTO,CA,95823
BHARTI,CHARAN,7035 27th St,Sacramento,CA,95822-4580,7354 SPRINGMAN ST,SACRAMENTO,CA,95822
"BIG,B FAMILY TRUST",,9496 Triathlon Ln,Elk Grove,CA,95758-3635,3970 SEQUOIA WAY,SACRAMENTO,CA,95823
"BIG,B FAMILY TRUST",,9496 Triathlon Ln,Elk Grove,CA,95758-3635,4000 SEQUOIA WAY,SACRAMENTO,CA,95823
BILL,LAI,1876 Mini Dr,Vallejo,CA,94589-1413,3689 FALLIS CIR,SACRAMENTO,CA,95832
BILL,LAI,1876 Mini Dr,Vallejo,CA,94589-1413,7613 EAST PKWY,SACRAMENTO,CA,95823
BLACKHAWK LAND PARTNERSHIP II LLC,,2101 Pyramid Ct,Rocklin,CA,95765-4635,3705 DAYTON ST,SACRAMENTO,CA,95838
BLACKHAWK LAND PARTNERSHIP II LLC,,2101 Pyramid Ct,Rocklin,CA,95765-4635,3732 CAMERON RD,SACRAMENTO,CA,95838
BLACKHAWK LAND PARTNERSHIP III LLC,,2101 Pyramid Ct,Rocklin,CA,95765-4635,4139 ENGLEWOOD ST,SACRAMENTO,CA,95838
BLACKHAWK LAND PARTNERSHIP III LLC,,2101 Pyramid Ct,Rocklin,CA,95765-4635,5124 52ND AVE,SACRAMENTO,CA,95823
BLACKPINE CITY FLATS LLC,,9740 Appaloosa Rd Ste 230,San Diego,CA,92131-1600,1006 MUD PIE LN,SACRAMENTO,CA,95814
BLACKPINE CITY FLATS LLC,,9740 Appaloosa Rd Ste 230,San Diego,CA,92131-1600,1010 MUD PIE LN,SACRAMENTO,CA,95814
BLACKPINE CITY FLATS LLC,,9740 Appaloosa Rd Ste 230,San Diego,CA,92131-1600,1018 MUD PIE LN,SACRAMENTO,CA,95814
BLACKPINE CITY FLATS LLC,,9740 Appaloosa Rd Ste 230,San Diego,CA,92131-1600,305 N 10TH ST,SACRAMENTO,CA,95811
BLACKPINE CITY FLATS LLC,,9740 Appaloosa Rd Ste 230,San Diego,CA,92131-1600,309 N 10TH ST,SACRAMENTO,CA,95811
BLACKPINE CITY FLATS LLC,,9740 Appaloosa Rd Ste 230,San Diego,CA,92131-1600,315 N 10TH ST,SACRAMENTO,CA,95811
BLANCHE TRUST,,10525 Sheldon Park Way,Elk Grove,CA,95624-9307,6110 SAN BRISTOL CT,SACRAMENTO,CA,95823
BLANCHE TRUST,,10525 Sheldon Park Way,Elk Grove,CA,95624-9307,6666 51ST ST,SACRAMENTO,CA,95823
BLANCHE TRUST,,10525 Sheldon Park Way,Elk Grove,CA,95624-9307,6726 BURDETT WAY,SACRAMENTO,CA,95823
BLANCHE TRUST,,10525 Sheldon Park Way,Elk Grove,CA,95624-9307,7548 PINON WAY,SACRAMENTO,CA,95823
BO,XIE,20361 Via Napoli,Cupertino,CA,95014-6305,4825 HINCHMAN WAY,SACRAMENTO,CA,95823
BO,XIE,20361 Via Napoli,Cupertino,CA,95014-6305,4912 HINCHMAN WAY,SACRAMENTO,CA,95823
BO,CHEN,PO Box 613147,San Jose,CA,95161-3147,18 LEROS CT,SACRAMENTO,CA,95823
BO,CHEN,PO Box 613147,San Jose,CA,95161-3147,5130 PLANET PKWY,SACRAMENTO,CA,95823
BO,WIN,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,3 SAN ROGUE CT,SACRAMENTO,CA,95823
BO,WIN,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,8364 NIGHTFALL WAY,SACRAMENTO,CA,95823
BOBTOPIA LLC,,6841 Springview Pl,Alta Loma,CA,91701-4893,5125 48TH AVE,SACRAMENTO,CA,95823
BOBTOPIA LLC,,6841 Springview Pl,Alta Loma,CA,91701-4893,6732 STEINER DR,SACRAMENTO,CA,95823
BOBTOPIA LLC,,6841 Springview Pl,Alta Loma,CA,91701-4893,7307 22ND ST,SACRAMENTO,CA,95822
BOMBOLA FAMILY LIVING TRUST,,2025 Bowling Green Dr,Sacramento,CA,95825-0101,2005 BOWLING GREEN DR,SACRAMENTO,CA,95825
BOMBOLA FAMILY LIVING TRUST,,2025 Bowling Green Dr,Sacramento,CA,95825-0101,2015 BOWLING GREEN DR,SACRAMENTO,CA,95825
BOMBOLA FAMILY LIVING TRUST,,2025 Bowling Green Dr,Sacramento,CA,95825-0101,2024 BOWLING GREEN DR,SACRAMENTO,CA,95825
BOMBOLA FAMILY LIVING TRUST,,2025 Bowling Green Dr,Sacramento,CA,95825-0101,2045 BOWLING GREEN DR,SACRAMENTO,CA,95825
BON,VU,PO Box 293617,Sacramento,CA,95829-3617,6644 SPOERRIWOOD CT,SACRAMENTO,CA,95828
BON,VU,PO Box 293617,Sacramento,CA,95829-3617,7679 LAKEWOOD PARK DR,SACRAMENTO,CA,95828
BON,VU,PO Box 293617,Sacramento,CA,95829-3617,7703 LAKEWOOD PARK DR,SACRAMENTO,CA,95828
BRADFORD,KENNEDY,2508 48th Ave,Sacramento,CA,95822-3811,18TH AVE,SACRAMENTO,CA,95820
BRADFORD,KENNEDY,2508 48th Ave,Sacramento,CA,95822-3811,2424 18TH AVE,SACRAMENTO,CA,95820
BRANDON,MACEY,5661 Gearny Dr,Sacramento,CA,95823-5103,4962 LION GATE WAY,SACRAMENTO,CA,95823
BRANDON,MACEY,5661 Gearny Dr,Sacramento,CA,95823-5103,5661 GEARNY DR,SACRAMENTO,CA,95823
BRATTON REVOC FAMILY TRUST,,5435 Rambler Way,Sacramento,CA,95841-2318,5500 TYLER ST,SACRAMENTO,CA,95842
BRATTON REVOC FAMILY TRUST,,5435 Rambler Way,Sacramento,CA,95841-2318,5502 TYLER ST,SACRAMENTO,CA,95842
BRIAN,OCHWAT,4601 Engle Rd,Sacramento,CA,95821-3308,3912 NATOMA WAY,SACRAMENTO,CA,95838
BRIAN,OCHWAT,4601 Engle Rd,Sacramento,CA,95821-3308,3916 NATOMA WAY,SACRAMENTO,CA,95838
BRIAN,BURREN,13842 Sontag Rd,Grass Valley,CA,95945-8637,5528 MILLHOUSE PL,SACRAMENTO,CA,95841
BRIAN,BURREN,13842 Sontag Rd,Grass Valley,CA,95945-8637,6222 SPRUCE AVE,SACRAMENTO,CA,95841
BROWN FAMILY TRUST,,8649 Bader Rd,Elk Grove,CA,95624-9347,2610 NORWOOD AVE,SACRAMENTO,CA,95815
BROWN FAMILY TRUST,,8649 Bader Rd,Elk Grove,CA,95624-9347,340 LAMPASAS AVE,SACRAMENTO,CA,95815
BROWN FAMILY TRUST,,8649 Bader Rd,Elk Grove,CA,95624-9347,5220 SCARBOROUGH WAY,SACRAMENTO,CA,95823
BROWN FAMILY TRUST,,8649 Bader Rd,Elk Grove,CA,95624-9347,953 AZUSA ST,SACRAMENTO,CA,95833
BRUCE,PARSONS,33 E College St,Hillsdale,MI,49242-1205,5033 49TH ST,SACRAMENTO,CA,95820
BRUCE,PARSONS,33 E College St,Hillsdale,MI,49242-1205,5625 44TH ST,SACRAMENTO,CA,95824
BRUCE,WOLFSON,35 Banstead,Trabuco Canyon,CA,92679-3740,2040 ROBERT WAY,SACRAMENTO,CA,95825
BRUCE,WOLFSON,35 Banstead,Trabuco Canyon,CA,92679-3740,7621 LYTLE ST,SACRAMENTO,CA,95832
BRUCE,MORSE,2140 Weller Way,Sacramento,CA,95818-4345,2840 15TH AVE,SACRAMENTO,CA,95820
BRUCE,MORSE,2140 Weller Way,Sacramento,CA,95818-4345,2841 23RD AVE,SACRAMENTO,CA,95820
BRUCE,MORSE,2140 Weller Way,Sacramento,CA,95818-4345,6240 DONNELLY LN,SACRAMENTO,CA,95824
BRUCE,RING,5960 S Land Park Dr # 106,Sacramento,CA,95822-3313,155 PULSAR CIR,SACRAMENTO,CA,95822
BRUCE,RING,5960 S Land Park Dr # 106,Sacramento,CA,95822-3313,2957 LOMA VERDE WAY,SACRAMENTO,CA,95822
BRYAN,MAI,8180 Barat Ct,Sacramento,CA,95829-9249,4001 22ND AVE,SACRAMENTO,CA,95820
BRYAN,MAI,8180 Barat Ct,Sacramento,CA,95829-9249,6771 75TH ST,SACRAMENTO,CA,95828
BRYAN P & RANA H CHURCH FMLY TRUST,,493 Williams St,Folsom,CA,95630-9559,3909 DAVID DR,NORTH HIGHLANDS,CA,95660
BRYAN P & RANA H CHURCH FMLY TRUST,,493 Williams St,Folsom,CA,95630-9559,4124 STEPHEN DR,NORTH HIGHLANDS,CA,95660
BRYAN P & RANA H CHURCH REVOC FAMILY TRUST,,493 Williams St,Folsom,CA,95630-9559,3705 BOLIVAR AVE,NORTH HIGHLANDS,CA,95660
BRYAN P & RANA H CHURCH REVOC FAMILY TRUST,,493 Williams St,Folsom,CA,95630-9559,6120 GEORGIA DR,NORTH HIGHLANDS,CA,95660
BULMARO,OLIVAS,5425 Bamford Dr,Sacramento,CA,95823-4707,7230 WILLOWRIVER CT,SACRAMENTO,CA,95828
BULMARO,OLIVAS,5425 Bamford Dr,Sacramento,CA,95823-4707,7567 WATERWILLOW DR,SACRAMENTO,CA,95828
BUNTING FAMILY REVOC TRUST,,1543 N Marta Dr,Pleasant Hill,CA,94523-3020,2349 VARDON AVE,SACRAMENTO,CA,95822
BUNTING FAMILY REVOC TRUST,,1543 N Marta Dr,Pleasant Hill,CA,94523-3020,5408 78TH ST,SACRAMENTO,CA,95820
BUTLER FAMILY TRUST,,21966 Dolores St Apt 263,Castro Valley,CA,94546-6965,3239 SEAL CT,SACRAMENTO,CA,95827
BUTLER FAMILY TRUST,,21966 Dolores St Apt 263,Castro Valley,CA,94546-6965,3243 SEAL CT,SACRAMENTO,CA,95827
BUTLER FAMILY TRUST,,21966 Dolores St Apt 263,Castro Valley,CA,94546-6965,9694 GREENSBORO CIR,SACRAMENTO,CA,95827
BVT EXPANSION INCORPORATED,,5571 Arezzo Dr,San Jose,CA,95138-2210,1600 ARMINGTON AVE,SACRAMENTO,CA,95832
BVT EXPANSION INCORPORATED,,5571 Arezzo Dr,San Jose,CA,95138-2210,2238 CRAIG AVE,SACRAMENTO,CA,95832
BVT EXPANSION INCORPORATED,,5571 Arezzo Dr,San Jose,CA,95138-2210,729 SOUTH AVE,SACRAMENTO,CA,95838
BYPASS FAMILY TRUST,,PO Box 434,Loomis,CA,95650-0434,2621 24TH AVE,SACRAMENTO,CA,95820
BYPASS FAMILY TRUST,,PO Box 434,Loomis,CA,95650-0434,2641 24TH AVE,SACRAMENTO,CA,95820
